FirstName,MiddleInitial,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,State,ZIP,Phone
Marshall,,Nath,3/27/1935 0:00,S,M,mnath@adatum.com,30000,4,0,High Schoo,Professional,1,2,Factory Stores/tucson,,Tucson,AZ,85701,243-555-0116
Catherine,D,Gray,11/24/1951 0:00,S,F,cgray@adventure-works.com,50000,2,1,High Schoo,Professional,0,2,8671 Appalachia Dr.,,Burbank,CA,91502,801-555-0118
Catherine,D,Grey,11/24/1951 0:00,S,F,cgrey@adventure-works.com,50000,2,1,High Schoo,Professional,0,2,8671 Appalachia Dr.,,Burbank,CA,91502,801-555-0118
Catherine,D,Gray,11/24/1951 0:00,S,F,cgray@adventure-works.com,50000,2,1,High Schoo,Professional,0,2,8671 Appalachia Drive,,Burbank,CA,91502,801-555-0118
Miguel,M,Lopez,6/22/1956 0:00,M,M,mlopez@adventure-works.com,120000,3,4,High Schoo,Professional,1,4,8680 Newell Ave.,,Burbank,CA,91502,1 (11) 500 555-0171
Paula,L,Suarez,10/17/1955 0:00,M,F,psuarez@adventure-works.com,110000,3,4,Partial Co,Professional,1,4,878 Amador Ct,,Burbank,CA,91502,1 (11) 500 555-0137
Andy,,Ruiz,7/15/1933 0:00,M,M,aruiz@adventure-works.com,60000,2,0,Graduate D,Management,1,2,8809 Diablo View Road,,Burbank,CA,91502,174-555-0117
Jarrod,,Sai,11/20/1933 0:00,M,M,jsai@adventure-works.com,90000,4,0,Bachelors,Management,0,1,9365 G St.,,Burbank,CA,91502,898-555-0153
Christina,,Kelly,10/14/1964 0:00,S,F,ckelly@adventure-works.com,110000,3,2,Bachelors,Management,1,4,9919 Macarthur Avenue,,Burbank,CA,91502,402-555-0161
Chris,,Kelly,10/14/1964 0:00,S,M,ckelly@adatum.com,110000,3,2,Bachelors,Management,1,4,9365 G St.,9365 G St.,Burbank,CA,91502,402-555-0161
Christine,,Kelly,10/14/1964 0:00,S,F,kelly@adventure-works.com,110000,3,2,Bachelors,Management,1,4,9919 MCArthur Ave.,,Burbank,CA,91502,402-555-0161
Cameron,L,Martin,6/24/1955 0:00,M,M,cmartin@adventure-works.com,90000,2,1,High Schoo,Professional,0,1,2223 Stillwater Court,,Burlingame,CA,94010,133-555-0115
Misty,C,Aggarwal,9/11/1938 0:00,S,F,maggarwal@adatum.com,100000,2,3,Graduate D,Management,1,3,Alhambra Marketplace,,Alhambra,CA,91801,225-555-0135
Casey,,Bhat,6/13/1938 0:00,M,F,cbhat@adatum.com,170000,1,1,Graduate D,Management,1,4,Viejas Outlet Center,,Alpine,CA,91901,167-555-0116
Isaac,,Hall,4/22/1962 0:00,S,M,ihall@adatum.com,20000,1,0,Graduate D,Clerical,1,0,4659 Montoya,,Altadena,CA,91001,1 (11) 500 555-0116
Allen,,Engineer,4/22/1961 0:00,S,M,aengineer@adatum.com,20000,1,0,Graduate D,Clerical,1,0,8513 Hurlstone Ct.,,Altadena,CA,91001,1 (11) 500 555-0133
Monique,,Alvarez,2/21/1962 0:00,M,F,malvarez@adatum.com,30000,5,0,Graduate D,Clerical,1,0,99700 Bell Road,,Auburn,CA,95603,1 (11) 500 555-0132
Geoffrey,,Engineer,4/9/1980 0:00,S,M,gengineer@adatum.com,10000,0,0,Partial Co,Manual,0,1,3250 Baldwin Park Blvd,,Baldwin Park,CA,91706,1 (11) 500 555-0119
Tanya,,Hernandez,10/17/1978 0:00,S,F,thernandez@adatum.com,20000,0,0,Bachelors,Clerical,0,0,3723 Mt. Sequoia Ct.,,Barstow,CA,92311,1 (11) 500 555-0183
Makayla,,Richardson,3/7/1943 0:00,M,F,mrichardson@adatum.com,30000,1,0,Bachelors,Clerical,0,0,Factory Merchants,,Barstow,CA,92311,1 (11) 500 555-0139
Deborah,L,Bhat,6/3/1961 0:00,M,F,dbhat@adatum.com,20000,1,1,Partial Co,Manual,1,0,72502 Eastern Ave.,,Bell Gardens,CA,90201,1 (11) 500 555-0136
Kristin,K,Lal,1/7/1969 0:00,M,F,klal@adatum.com,10000,2,2,High Schoo,Manual,1,0,2082 S. Bascom Ave.,,Bellflower,CA,90706,1 (11) 500 555-0114
Andre,R,Fernandez,11/2/1969 0:00,S,M,afernandez@adatum.com,20000,0,0,Partial Co,Manual,1,1,2292 Springlake Drive,,Bellflower,CA,90706,1 (11) 500 555-0184
Dalton,,Price,11/2/1966 0:00,M,M,dprice@adatum.com,30000,2,2,Partial Co,Manual,1,0,7901 Moccasin Ct.,,Bellflower,CA,90706,1 (11) 500 555-0139
Corey,M,Xu,7/16/1966 0:00,M,M,cxu@adatum.com,40000,0,0,Bachelors,Skilled Manual,1,0,9069 Muir Road,,Bellflower,CA,90706,1 (11) 500 555-0147
Calvin,C,Pal,3/23/1965 0:00,M,M,cpal@adatum.com,30000,2,2,Partial Co,Clerical,1,1,182 Perry Way,,Berkeley,CA,94704,1 (11) 500 555-0131
Mason,C,Morgan,3/16/1964 0:00,M,M,mmorgan@adatum.com,30000,2,2,Partial Co,Clerical,1,2,1893 Argyll Ave.,,Berkeley,CA,94704,1 (11) 500 555-0137
Xavier,,Phillips,11/13/1963 0:00,S,M,xphillips@adatum.com,40000,1,0,Bachelors,Skilled Manual,1,0,2059 Brookdale Dr,,Berkeley,CA,94704,1 (11) 500 555-0124
Clarence,E,Lu,6/15/1977 0:00,S,M,clu@adatum.com,30000,0,0,Partial Co,Clerical,1,1,2086 Rotherham Dr.,,Berkeley,CA,94704,1 (11) 500 555-0126
Janelle,M,Verma,3/7/1974 0:00,S,F,jverma@adatum.com,10000,0,0,Partial Hi,Manual,0,2,2313 Santa Cruz Drive,,Berkeley,CA,94704,1 (11) 500 555-0170
Rosa,,Xu,12/24/1970 0:00,M,F,rxu@adatum.com,90000,2,0,Bachelors,Professional,0,0,9990 Sullivan Ave,,Berkeley,CA,94704,1 (11) 500 555-0116
Kara,T,Xie,4/16/1971 0:00,S,F,kxie@adatum.com,50000,1,1,Graduate D,Skilled Manual,0,0,1342 Isla Bonita,,Beverly Hills,CA,90210,384-555-0133
Christine,,Lal,9/8/1965 0:00,S,F,clal@adatum.com,50000,3,3,Bachelors,Skilled Manual,0,3,1386 Fillet Ave.,,Beverly Hills,CA,90210,608-555-0128
Jessie,C,Lin,2/8/1964 0:00,M,M,jlin@adatum.com,50000,4,4,Bachelors,Skilled Manual,0,3,1726 Hacienda,,Beverly Hills,CA,90210,200-555-0181
William,,Wilson,2/12/1964 0:00,M,M,wwilson@adatum.com,50000,4,2,Bachelors,Skilled Manual,1,2,3213 Glenside Dr,,Beverly Hills,CA,90210,863-555-0162
Carson,E,Ross,5/2/1963 0:00,S,M,cross@adatum.com,60000,3,2,Graduate D,Professional,0,0,3556 Hoek Maple Court,,Beverly Hills,CA,90210,165-555-0110
Mario,C,Yuan,5/12/1962 0:00,M,M,myuan@adatum.com,40000,3,2,High Schoo,Skilled Manual,1,2,3629 Warren St.,,Beverly Hills,CA,90210,840-555-0159
Caroline,,Jenkins,4/20/1961 0:00,M,F,cjenkins@adatum.com,40000,4,3,High Schoo,Skilled Manual,1,3,4070 Orange Street,,Beverly Hills,CA,90210,446-555-0154
Melody,P,Alonso,3/26/1960 0:00,M,F,malonso@adatum.com,40000,4,2,High Schoo,Skilled Manual,1,2,4370 Trafalgar Circle,,Beverly Hills,CA,90210,132-555-0119
Ross,,Gomez,8/25/1960 0:00,M,M,rgomez@adatum.com,40000,4,2,High Schoo,Skilled Manual,1,2,4668 East Avenue,#7,Beverly Hills,CA,90210,193-555-0182
Julia,E,Allen,4/17/1967 0:00,M,F,jallen@adatum.com,60000,0,0,Graduate D,Professional,1,1,4824 Discovery Bay,,Beverly Hills,ca,90210,762-555-0111
Erica,,Li,11/24/1960 0:00,S,F,eli@adatum.com,50000,1,0,Partial Co,Skilled Manual,1,1,6133 Balhan Dr.,,Beverly Hills,CA,90210,543-555-0114
Martha,R,Cai,4/19/1969 0:00,S,F,mcai@adatum.com,90000,1,0,Graduate D,Management,0,0,6524 Geriola Court,,Beverly Hills,CA,90210,1 (11) 500 555-0127
Arturo,J,Bhat,9/14/1966 0:00,M,M,abhat@adatum.com,90000,0,0,Bachelors,Professional,1,0,7040 Isabel Dr.,,Beverly Hills,CA,90210,1 (11) 500 555-0199
Tammy,,Subram,9/6/1966 0:00,M,F,tsubram@adatum.com,90000,0,0,Bachelors,Professional,0,0,7262 Pepperidge Way,,Beverly Hills,CA,90210,1 (11) 500 555-0169
Kellie,W,Jimenez,3/27/1947 0:00,S,F,kjimenez@adatum.com,30000,2,0,Partial Co,Clerical,1,2,7549 Longview Rd.,,Beverly Hills,CA,90210,1 (11) 500 555-0155
Brendan,,Chander,6/19/1977 0:00,S,M,bchander@adatum.com,50000,0,0,Partial Co,Skilled Manual,1,2,7853 Millfield Place,,Beverly Hills,CA,90210,760-555-0123
Damien,P,Wu,5/11/1973 0:00,M,M,dwu@adatum.com,70000,0,0,Partial Co,Professional,1,2,8237 Gibrix Dr.,,Beverly Hills,CA,90210,156-555-0119
Allen,,Verma,7/18/1973 0:00,S,M,averma@adatum.com,70000,0,0,Partial Co,Professional,1,2,1016 Whyte Park Avenue,,Burbank,CA,91502,525-555-0113
Eduardo,G,Washington,7/16/1976 0:00,M,M,ewashington@adatum.com,60000,0,0,Partial Co,Professional,1,2,1060 Mcelroy Court,,Burbank,CA,91502,119-555-0128
Jessie,,Gil,5/11/1962 0:00,S,F,jgil@adatum.com,60000,1,0,Bachelors,Professional,0,1,2214 Solano,,Burbank,CA,91502,1 (11) 500 555-0163
Jamie,N,Navarro,10/14/1960 0:00,M,M,jnavarro@adatum.com,70000,5,4,Partial Co,Skilled Manual,1,3,2356 Shannon Ln.,,Burbank,CA,91502,1 (11) 500 555-0175
Sophia,C,Collins,3/9/1956 0:00,M,F,scollins@adventure-works.com,70000,3,2,Partial Co,Professional,1,0,1435 Ash Lane,,Burlingame,CA,94010,302-555-0155
Matthew,,Thompson,8/3/1934 0:00,M,M,mthompson@adventure-works.com,60000,2,0,Graduate D,Management,1,2,1500 Grant Street,,Burlingame,CA,94010,386-555-0130
Louis,A,Sharma,9/13/1955 0:00,M,M,lsharma@adventure-works.com,70000,4,3,High Schoo,Professional,1,1,2098 Chilpancingo Pkwy.,,Burlingame,CA,94010,934-555-0118
Dawn,L,Liang,10/14/1978 0:00,S,F,dliang@adventure-works.com,30000,0,0,High Schoo,Manual,0,1,9456 Augustine Dr.,,Burlingame,CA,94010,1 (11) 500 555-0191
Orlando,K,Navarro,9/3/1972 0:00,S,M,onavarro@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,0,1,9600 Sweeney Road,,Burlingame,CA,94010,1 (11) 500 555-0194
Haley,C,Baker,7/23/1975 0:00,S,F,hbaker@adventure-works.com,40000,3,3,Partial Co,Clerical,1,0,39933 Mission Oaks Blvd,,Camarillo,CA,93010,794-555-0122
Gloria,W,Hernandez,8/4/1966 0:00,M,F,ghernandez@adventure-works.com,50000,0,0,Graduate D,Skilled Manual,1,0,9909 W. Ventura Boulevard,,Camarillo,CA,93010,180-555-0160
Amanda,C,Kelly,8/17/1953 0:00,M,F,akelly@adventure-works.com,30000,1,0,Bachelors,Skilled Manual,0,1,Camarillo Athletic Stores,,Camarillo,CA,93010,134-555-0150
Candace,R,Lopez,3/11/1955 0:00,S,F,clopez@adventure-works.com,40000,1,0,Partial Co,Clerical,0,1,Topanga Plaza,,Canoga Park,CA,91303,948-555-0171
Andre,A,Rodriguez,11/13/1957 0:00,M,M,arodriguez@adventure-works.com,40000,1,0,Partial Co,Clerical,1,1,99000 S. Avalon Blvd. Suite 750,,Carson,CA,90746,572-555-0131
Mitchell,,Tang,1/16/1957 0:00,S,M,mtang@adventure-works.com,40000,1,0,Partial Co,Clerical,0,1,251340 E. South St.,,Cerritos,CA,90703,513-555-0160
Dwayne,R,Diaz,3/8/1957 0:00,S,M,ddiaz@adventure-works.com,40000,1,0,Partial Co,Clerical,1,1,1071 Stanz Grace St.,,Chula Vista,CA,91910,182-555-0195
Victor,,Navarro,1/22/1958 0:00,S,M,vnavarro@adventure-works.com,50000,4,0,Graduate D,Skilled Manual,0,0,1084 Meadow Glen Way,,Chula Vista,CA,91910,293-555-0168
Tony,R,Goel,7/28/1937 0:00,S,M,tgoel@alpineskihouse.com,130000,2,3,Bachelors,Management,0,3,9819 Sunsine Drive,,Chula Vista,CA,91910,277-555-0195
Brianna,,Wilson,8/2/1939 0:00,S,F,bwilson@alpineskihouse.com,170000,1,2,Graduate D,Management,1,4,9966 Vallet Crest Dr.,,Chula Vista,CA,91910,406-555-0136
Dalton,E,Allen,10/20/1943 0:00,M,M,dallen@alpineskihouse.com,90000,5,0,Bachelors,Management,1,2,463 Ahneita Dr,,Citrus Heights,CA,95610,729-555-0155
Curtis,G,Ye,11/10/1946 0:00,M,M,cye@alpineskihouse.com,60000,4,0,Bachelors,Management,1,2,463 Ahneita Dr,,Citrus Heights,CA,95610,525-555-0183
Rachel,C,Cooper,2/10/1946 0:00,S,F,rcooper@alpineskihouse.com,60000,5,0,Bachelors,Management,0,3,5867 Sunrise Boulevard,,Citrus Heights,CA,95610,357-555-0187
Adrienne,E,Castro,7/14/1950 0:00,S,F,acastro@alpineskihouse.com,50000,2,1,High Schoo,Professional,1,2,5867 Sunrise Boulevard,,Citrus Heights,CA,95610,522-555-0132
Henry,A,Rodriguez,3/16/1956 0:00,M,M,hrodriguez@alpineskihouse.com,110000,3,4,Partial Co,Professional,1,4,7243 St. George Dr.,,City Of Commerce,CA,90040,1 (11) 500 555-0197
Douglas,,Chandra,9/17/1933 0:00,S,M,dchandra@alpineskihouse.com,90000,4,0,Bachelors,Management,0,1,The Citadel/commerce,,City Of Commerce,CA,90040,762-555-0141
Caitlin,C,Cook,5/15/1956 0:00,M,F,ccook@alpineskihouse.com,70000,4,3,Partial Co,Professional,1,0,The Citadel/commerce,,City Of Commerce,CA,90040,744-555-0147
Casey,,Romero,3/9/1956 0:00,S,M,cromero@alpineskihouse.com,90000,2,1,Partial Co,Professional,0,1,1005 Fremont Street,,Colma,CA,94014,683-555-0179
Maria,L,Sanchez,11/9/1974 0:00,M,F,msanchez@blueyonderairlines.com,70000,0,0,Partial Hi,Skilled Manual,1,4,9716 Holiday Hills Drive,,Colma,CA,94014,1 (11) 500 555-0173
Jake,C,Sun,7/25/1972 0:00,M,M,jsun@blueyonderairlines.com,90000,0,0,High Schoo,Management,1,3,9754 Hilltop Dr,,Colma,CA,94014,1 (11) 500 555-0115
Donald,,Sai,2/20/1972 0:00,M,M,dsai@blueyonderairlines.com,90000,0,0,Partial Hi,Professional,0,3,9769 Thistle Circle,,Colma,CA,94014,1 (11) 500 555-0118
Javier,F,Alonso,5/4/1971 0:00,M,M,jalonso@blueyonderairlines.com,90000,0,0,Partial Hi,Professional,1,4,9815 Marlboro Court,,Colma,CA,94014,1 (11) 500 555-0143
Diane,,Gutierrez,9/19/1971 0:00,S,F,dgutierrez@blueyonderairlines.com,100000,0,5,High Schoo,Management,1,3,104 Hilltop Dr.,,Concord,CA,94519,1 (11) 500 555-0116
Jackson,,Flores,9/19/1974 0:00,M,M,jflores@cpandl.com,40000,3,3,Partial Co,Clerical,0,1,9687 Shakespeare Drive,,Concord,CA,94519,146-555-0138
Hector,K,Rubio,10/8/1974 0:00,S,M,hrubio@cpandl.com,40000,3,3,Partial Co,Clerical,1,2,975 Madrid,,Concord,CA,94519,805-555-0136
Riley,S,Jenkins,9/19/1953 0:00,S,F,rjenkins@cpandl.com,30000,1,0,Bachelors,Skilled Manual,0,1,9817 Cook Street,,Concord,CA,94519,272-555-0183
Arthur,O,Serrano,4/7/1953 0:00,S,M,aserrano@cpandl.com,30000,1,0,Bachelors,Skilled Manual,1,1,9947 Buskirk Avenue,,Concord,CA,94519,978-555-0134
Craig,J,Alvarez,12/5/1957 0:00,S,M,calvarez@cpandl.com,40000,1,0,Partial Co,Clerical,0,1,9950 Edward Ave,,Concord,CA,94519,345-555-0189
John,,Wilson,4/12/1959 0:00,M,M,jwilson@cpandl.com,50000,4,0,Graduate D,Skilled Manual,1,0,1061 Buskrik Avenue,,Coronado,CA,92118,993-555-0141
Wesley,J,Ye,8/16/1968 0:00,M,M,wye@cpandl.com,40000,0,0,Graduate D,Clerical,0,0,1736 Windsor Drive,,Coronado,CA,92118,1 (11) 500 555-0166
Alvin,,Zhou,8/22/1949 0:00,S,M,azhou@cpandl.com,30000,3,0,Partial Co,Clerical,0,2,9277 Ridgewood Court,,Coronado,CA,92118,1 (11) 500 555-0165
Ramon,S,Liang,2/6/1950 0:00,M,M,rliang@cpandl.com,30000,3,0,Partial Co,Clerical,1,2,9667 Hermosa,,Coronado,CA,92118,1 (11) 500 555-0116
Alyssa,L,Bennett,7/15/1953 0:00,M,F,abennett@cpandl.com,40000,3,0,Partial Co,Skilled Manual,1,2,25136 Jefferson Blvd.,,Culver City,CA,90232,1 (11) 500 555-0160
Richard,,Scott,3/26/1954 0:00,S,M,rscott@cpandl.com,30000,1,0,High Schoo,Clerical,0,1,Fox Hills,,Culver City,CA,90232,935-555-0176
Madeline,M,Adams,7/15/1955 0:00,S,F,madams@cpandl.com,40000,1,0,Partial Co,Clerical,0,1,1101 C Street,,Daly City,CA,94015,922-555-0132
Lauren,L,Morris,12/1/1958 0:00,M,F,lmorris@cpandl.com,50000,4,0,Graduate D,Skilled Manual,1,0,1314 Westover Dr.,,Daly City,CA,94015,982-555-0192
Damien,A,Cai,5/2/1975 0:00,S,M,dcai@cpandl.com,20000,0,0,High Schoo,Manual,0,1,811 Via Cordona,,Daly City,CA,94015,1 (11) 500 555-0112
Briana,,Serrano,3/6/1951 0:00,M,F,bserrano@cpandl.com,30000,3,0,High Schoo,Skilled Manual,1,2,8277 Pinole Valley Rd.,,Daly City,CA,94015,1 (11) 500 555-0198
Erica,T,Guo,2/5/1939 0:00,S,F,eguo@cpandl.com,20000,1,0,Bachelors,Clerical,0,0,9266 Trees Drive,,Daly City,CA,94015,1 (11) 500 555-0187
Kristen,B,Zhu,8/14/1941 0:00,M,F,kzhu@cpandl.com,10000,2,0,Partial Co,Manual,0,1,3067 Maya,,Downey,CA,90241,1 (11) 500 555-0154
Jessie,L,Lu,6/5/1978 0:00,M,M,jlu@cpandl.com,10000,0,0,Partial Co,Manual,1,1,4259 Fenway,,Downey,CA,90241,1 (11) 500 555-0182
Corey,A,Shan,6/8/1977 0:00,M,M,cshan@cpandl.com,10000,1,1,High Schoo,Manual,1,0,4440 Algiers Drive,,Downey,CA,90241,1 (11) 500 555-0117
Wendy,C,Jimenez,8/23/1977 0:00,S,F,wjimenez@cpandl.com,20000,0,0,Partial Co,Manual,1,0,451 Buskirk Ave.,,Downey,CA,90241,1 (11) 500 555-0143
Brenda,N,Patel,9/25/1960 0:00,S,F,bpatel@cpandl.com,20000,1,1,Partial Co,Manual,1,0,6529 Buena Vista,,Downey,CA,90241,1 (11) 500 555-0144
Martin,,Chandra,11/2/1970 0:00,M,M,mchandra@cpandl.com,20000,0,0,Partial Co,Manual,0,1,7227 Serafina,,Downey,CA,90241,1 (11) 500 555-0129
James,R,Scott,2/5/1969 0:00,M,M,jscott@cpandl.com,10000,2,2,High Schoo,Manual,1,1,7861 Yosemite Dr.,,Downey,CA,90241,1 (11) 500 555-0179
Albert,,Munoz,6/21/1969 0:00,M,M,amunoz@cpandl.com,30000,0,0,Bachelors,Clerical,1,0,9371 Corte Del Sol,,Downey,CA,90241,1 (11) 500 555-0177
Brendan,O,Sharma,9/22/1968 0:00,M,M,bsharma@cpandl.com,10000,2,2,High Schoo,Manual,1,1,9494 Buena Vista,,Downey,CA,90241,1 (11) 500 555-0135
Harold,,Verma,8/25/1954 0:00,S,M,hverma@cpandl.com,130000,3,4,Partial Co,Professional,0,4,Stonewood Mall,,Downey,CA,90241,1 (11) 500 555-0184
Kaitlyn,S,Davis,2/13/1953 0:00,S,F,kdavis@cpandl.com,110000,3,4,Bachelors,Management,1,4,3086 Indigo Ct,,El Cajon,CA,92020,1 (11) 500 555-0151
Kari,,Jimenez,1/17/1975 0:00,S,F,kjimenez@cpandl.com,90000,0,0,High Schoo,Management,0,2,3410 Hemlock Ave.,,El Cajon,CA,92020,1 (11) 500 555-0119
Cristina,A,Nath,6/25/1972 0:00,S,F,cnath@cpandl.com,90000,0,0,Partial Hi,Professional,1,3,3422 Meadowvale Court,,El Cajon,CA,92020,1 (11) 500 555-0115
Carrie,R,Dominguez,4/16/1972 0:00,S,F,cdominguez@cpandl.com,100000,0,5,High Schoo,Management,1,3,80 Sunview Terrace,,El Cajon,CA,92020,1 (11) 500 555-0139
Jake,O,Lu,1/27/1972 0:00,S,M,jlu@cpandl.com,100000,0,5,High Schoo,Management,0,3,8487 Amador,,El Cajon,CA,92020,1 (11) 500 555-0117
Frederick,E,Arun,7/14/1971 0:00,S,M,farun@cpandl.com,100000,0,5,High Schoo,Management,1,4,8778 So. Silver Spring,,El Cajon,CA,92020,1 (11) 500 555-0197
Elijah,J,Turner,5/2/1942 0:00,S,M,eturner@cpandl.com,90000,5,0,Bachelors,Management,0,2,Parkway Plaza,,El Cajon,CA,92020,793-555-0146
Willie,D,Hu,11/22/1955 0:00,M,M,whu@cohovineyard.com,50000,2,0,High Schoo,Skilled Manual,1,2,2500 N Sepulveda Blvd 19th Fl,,El Segundo,CA,90245,1 (11) 500 555-0119
Gloria,F,Jimenez,8/20/1958 0:00,M,F,gjimenez@cohovineyard.com,130000,0,0,Graduate D,Management,1,4,Corp Ofc  Accts Payable,,El Segundo,CA,90245,1 (11) 500 555-0171
Dustin,J,Tang,6/2/1957 0:00,M,M,dtang@cohovineyard.com,70000,2,1,Partial Co,Professional,1,0,Corporate Office,,El Segundo,CA,90245,336-555-0179
Joanna,L,Rubio,7/26/1962 0:00,M,F,jrubio@cohovineyard.com,60000,1,0,Bachelors,Professional,1,1,7505 Laguna Boulevard,,Elk Grove,CA,95624,1 (11) 500 555-0158
Laura,B,Yang,6/21/1962 0:00,S,F,lyang@cohovineyard.com,60000,1,0,Bachelors,Professional,1,1,Escondido S/c,,Escondido,CA,92025,1 (11) 500 555-0111
Francisco,,Malhotra,7/24/1961 0:00,S,M,fmalhotra@cohovineyard.com,50000,1,0,Partial Co,Skilled Manual,1,1,Bayshore Mall,,Eureka,CA,95501,1 (11) 500 555-0191
Franklin,R,Nara,11/21/1961 0:00,M,M,fnara@cohovineyard.com,60000,1,0,Partial Co,Skilled Manual,1,1,25472 Marlay Ave,,Fontana,CA,92335,1 (11) 500 555-0152
Sebastian,R,Bailey,7/5/1964 0:00,S,M,sbailey@cohovineyard.com,70000,0,0,Bachelors,Professional,0,1,385 Joan Ave,,Fremont,CA,94536,1 (11) 500 555-0197
Alex,R,Hall,9/2/1973 0:00,S,M,ahall@cohovineyard.com,50000,0,0,Graduate D,Skilled Manual,1,0,9115 Arthur Rd.,,Fremont,CA,94536,640-555-0113
Juan,,Stewart,8/8/1945 0:00,S,M,jstewart@cohovineyard.com,50000,5,0,Bachelors,Management,0,2,Receiving,,Fullerton,CA,92831,703-555-0115
Douglas,M,Lopez,6/13/1946 0:00,M,M,dlopez@cohovineyard.com,70000,5,0,Bachelors,Management,1,2,Pacific West Outlet,,Gilroy,CA,95020,202-555-0112
Curtis,D,Sun,7/2/1949 0:00,M,M,csun@cohovineyard.com,50000,2,1,Partial Co,Professional,1,2,1220 Bradford Way,,Glendale,CA,91203,406-555-0195
Courtney,C,Perez,2/2/1949 0:00,S,F,cperez@cohovineyard.com,50000,2,1,Partial Co,Professional,0,2,1277 Argenta Dr.,,Glendale,CA,91203,677-555-0148
Jonathan,M,Wang,11/3/1950 0:00,M,M,jwang@cohovineyard.com,50000,2,1,Partial Co,Professional,1,2,1413 Bridgeview St,,Glendale,CA,91203,134-555-0160
Melissa,,James,3/28/1957 0:00,S,F,mjames@cohovineyard.com,120000,2,4,High Schoo,Professional,1,4,1745 Marina Hill Pkwy.,,Glendale,CA,91203,1 (11) 500 555-0185
Stephanie,E,Carter,2/22/1956 0:00,M,F,scarter@cohovineyard.com,120000,3,4,High Schoo,Professional,1,4,3197 Thornhill Place,,Glendale,CA,91203,1 (11) 500 555-0154
Colleen,C,Ye,9/13/1937 0:00,S,F,cye@cohovineyard.com,130000,2,3,Bachelors,Management,0,4,9571 Live Oak Dr.,,Glendale,CA,91203,153-555-0195
Alexander,R,Moore,10/9/1979 0:00,M,M,amoore@cohovineyard.com,40000,0,0,High Schoo,Skilled Manual,1,2,9713 Amhurst Way,,Glendale,CA,91203,711-555-0180
Erika,,Ramos,7/10/1962 0:00,S,F,eramos@cohovineyard.com,10000,1,0,Graduate D,Manual,0,0,206 Kirkwood Ct.,,Grossmont,CA,91941,1 (11) 500 555-0130
Clarence,,Ma,2/9/1962 0:00,M,M,cma@cohovineyard.com,10000,1,0,Bachelors,Manual,1,0,2559 Gumwood,,Grossmont,CA,91941,1 (11) 500 555-0132
Jenny,,Gao,5/27/1962 0:00,S,F,jgao@cohovineyard.com,30000,5,0,Graduate D,Clerical,0,0,6150 San Antonio,,Grossmont,CA,91941,1 (11) 500 555-0137
Alyssa,M,Peterson,8/25/1971 0:00,S,F,apeterson@cohovineyard.com,60000,1,0,Graduate D,Professional,1,0,6332 N. Thompson Rd,,Grossmont,CA,91941,910-555-0146
Alyssa,C,Griffin,10/18/1970 0:00,S,F,agriffin@cohovineyard.com,60000,1,0,Graduate D,Professional,1,0,6916 Azores,,Grossmont,CA,91941,862-555-0186
